"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.14636,0.0090395,0,-0.066076,1,0.45538,0.5,0.322,0.322
-0.1457,0.0091374,0,-0.066185,1,0.45679,0.5,0.323,0.323
-0.14504,0.0092354,0,-0.066295,1,0.45821,0.5,0.324,0.324
-0.14438,0.0093333,0,-0.066404,1,0.45962,0.5,0.325,0.325
-0.14372,0.0094313,0,-0.066513,1,0.46103,0.5,0.326,0.326
-0.14306,0.0095293,0,-0.066623,1,0.46245,0.5,0.327,0.327
-0.14241,0.0096272,0,-0.066732,1,0.46386,0.5,0.328,0.328
-0.14175,0.0097252,0,-0.066842,1,0.46528,0.5,0.329,0.329
-0.14109,0.0098231,0,-0.066951,1,0.46669,0.5,0.33,0.33
-0.14045,0.0099228,0,-0.067056,1,0.4681,0.5,0.331,0.331
-0.13981,0.010022,0,-0.06716,1,0.46952,0.5,0.332,0.332
-0.13917,0.010122,0,-0.067265,1,0.47093,0.5,0.333,0.333
-0.13853,0.010222,0,-0.06737,1,0.47235,0.5,0.334,0.334
-0.13789,0.010321,0,-0.067475,1,0.47376,0.5,0.335,0.335
-0.13725,0.010421,0,-0.06758,1,0.47518,0.5,0.336,0.336
-0.1366,0.010521,0,-0.067684,1,0.47659,0.5,0.337,0.337
-0.13596,0.01062,0,-0.067789,1,0.478,0.5,0.338,0.338
-0.13532,0.01072,0,-0.067894,1,0.47942,0.5,0.339,0.339
-0.13468,0.01082,0,-0.067999,1,0.48083,0.5,0.34,0.34
-0.13406,0.010921,0,-0.068099,1,0.48225,0.5,0.341,0.341
-0.13343,0.011022,0,-0.068199,1,0.48366,0.5,0.342,0.342
-0.13281,0.011123,0,-0.0683,1,0.48508,0.5,0.343,0.343
-0.13218,0.011224,0,-0.0684,1,0.48649,0.5,0.344,0.344
-0.13156,0.011325,0,-0.068501,1,0.4879,0.5,0.345,0.345
-0.13093,0.011426,0,-0.068601,1,0.48932,0.5,0.346,0.346
-0.13031,0.011527,0,-0.068702,1,0.49073,0.5,0.347,0.347
-0.12968,0.011628,0,-0.068802,1,0.49215,0.5,0.348,0.348
-0.12906,0.011729,0,-0.068902,1,0.49356,0.5,0.349,0.349
-0.12844,0.01183,0,-0.069003,1,0.49497,0.5,0.35,0.35
-0.12782,0.011933,0,-0.069099,1,0.49639,0.5,0.351,0.351
-0.12721,0.012035,0,-0.069195,1,0.4978,0.5,0.352,0.352
-0.1266,0.012137,0,-0.069292,1,0.49922,0.5,0.353,0.353
-0.12599,0.012239,0,-0.069388,1,0.50063,0.5,0.354,0.354
-0.12538,0.012341,0,-0.069484,1,0.50205,0.5,0.355,0.355
-0.12477,0.012443,0,-0.069581,1,0.50346,0.5,0.356,0.356
-0.12416,0.012545,0,-0.069677,1,0.50487,0.5,0.357,0.357
-0.12355,0.012647,0,-0.069773,1,0.50629,0.5,0.358,0.358
-0.12294,0.01275,0,-0.06987,1,0.5077,0.5,0.359,0.359
-0.12233,0.012852,0,-0.069966,1,0.50912,0.5,0.36,0.36
-0.12173,0.012955,0,-0.070058,1,0.51053,0.5,0.361,0.361
-0.12113,0.013057,0,-0.070151,1,0.51195,0.5,0.362,0.362
-0.12053,0.01316,0,-0.070243,1,0.51336,0.5,0.363,0.363
-0.11993,0.013263,0,-0.070335,1,0.51477,0.5,0.364,0.364
-0.11934,0.013366,0,-0.070428,1,0.51619,0.5,0.365,0.365
-0.11874,0.013469,0,-0.07052,1,0.5176,0.5,0.366,0.366
-0.11814,0.013572,0,-0.070612,1,0.51902,0.5,0.367,0.367
-0.11754,0.013675,0,-0.070705,1,0.52043,0.5,0.368,0.368
-0.11694,0.013778,0,-0.070797,1,0.52184,0.5,0.369,0.369
-0.11634,0.01388,0,-0.070889,1,0.52326,0.5,0.37,0.37
-0.11576,0.013984,0,-0.070978,1,0.52467,0.5,0.371,0.371
-0.11517,0.014087,0,-0.071066,1,0.52609,0.5,0.372,0.372
-0.11458,0.01419,0,-0.071155,1,0.5275,0.5,0.373,0.373
-0.11399,0.014294,0,-0.071244,1,0.52892,0.5,0.374,0.374
-0.1134,0.014397,0,-0.071332,1,0.53033,0.5,0.375,0.375
-0.11281,0.0145,0,-0.071421,1,0.53174,0.5,0.376,0.376
-0.11223,0.014604,0,-0.071509,1,0.53316,0.5,0.377,0.377
-0.11164,0.014707,0,-0.071598,1,0.53457,0.5,0.378,0.378
-0.11105,0.014811,0,-0.071686,1,0.53599,0.5,0.379,0.379
-0.11046,0.014914,0,-0.071775,1,0.5374,0.5,0.38,0.38
-0.10988,0.015017,0,-0.07186,1,0.53882,0.5,0.381,0.381
-0.1093,0.015121,0,-0.071945,1,0.54023,0.5,0.382,0.382
-0.10872,0.015225,0,-0.07203,1,0.54164,0.5,0.383,0.383
-0.10814,0.015328,0,-0.072115,1,0.54306,0.5,0.384,0.384
-0.10756,0.015432,0,-0.0722,1,0.54447,0.5,0.385,0.385
-0.10698,0.015535,0,-0.072285,1,0.54589,0.5,0.386,0.386
-0.1064,0.015639,0,-0.07237,1,0.5473,0.5,0.387,0.387
-0.10582,0.015743,0,-0.072455,1,0.54871,0.5,0.388,0.388
-0.10524,0.015846,0,-0.07254,1,0.55013,0.5,0.389,0.389
-0.10467,0.01595,0,-0.072624,1,0.55154,0.5,0.39,0.39
-0.10409,0.016053,0,-0.072706,1,0.55296,0.5,0.391,0.391
-0.10352,0.016157,0,-0.072787,1,0.55437,0.5,0.392,0.392
-0.10295,0.016261,0,-0.072869,1,0.55579,0.5,0.393,0.393
-0.10237,0.016364,0,-0.07295,1,0.5572,0.5,0.394,0.394
-0.1018,0.016468,0,-0.073032,1,0.55861,0.5,0.395,0.395
-0.10123,0.016571,0,-0.073113,1,0.56003,0.5,0.396,0.396
-0.10065,0.016675,0,-0.073194,1,0.56144,0.5,0.397,0.397
-0.10008,0.016779,0,-0.073276,1,0.56286,0.5,0.398,0.398
-0.099508,0.016882,0,-0.073357,1,0.56427,0.5,0.399,0.399
-0.098934,0.016986,0,-0.073439,1,0.56569,0.5,0.4,0.4
-0.098366,0.017089,0,-0.073517,1,0.5671,0.5,0.401,0.401
-0.097798,0.017193,0,-0.073595,1,0.56851,0.5,0.402,0.402
-0.09723,0.017296,0,-0.073673,1,0.56993,0.5,0.403,0.403
-0.096661,0.0174,0,-0.073751,1,0.57134,0.5,0.404,0.404
-0.096093,0.017503,0,-0.073829,1,0.57276,0.5,0.405,0.405
-0.095525,0.017607,0,-0.073907,1,0.57417,0.5,0.406,0.406
-0.094956,0.01771,0,-0.073985,1,0.57558,0.5,0.407,0.407
-0.094388,0.017814,0,-0.074063,1,0.577,0.5,0.408,0.408
-0.09382,0.017917,0,-0.074141,1,0.57841,0.5,0.409,0.409
-0.093252,0.018021,0,-0.074219,1,0.57983,0.5,0.41,0.41
-0.092686,0.018124,0,-0.074293,1,0.58124,0.5,0.411,0.411
-0.092121,0.018227,0,-0.074368,1,0.58266,0.5,0.412,0.412
-0.091556,0.01833,0,-0.074443,1,0.58407,0.5,0.413,0.413
-0.09099,0.018434,0,-0.074517,1,0.58548,0.5,0.414,0.414
-0.090425,0.018537,0,-0.074592,1,0.5869,0.5,0.415,0.415
-0.08986,0.01864,0,-0.074666,1,0.58831,0.5,0.416,0.416
-0.089294,0.018743,0,-0.074741,1,0.58973,0.5,0.417,0.417
-0.088729,0.018846,0,-0.074816,1,0.59114,0.5,0.418,0.418
-0.088163,0.01895,0,-0.07489,1,0.59256,0.5,0.419,0.419
-0.087598,0.019053,0,-0.074965,1,0.59397,0.5,0.42,0.42
-0.087034,0.019156,0,-0.075036,1,0.59538,0.5,0.421,0.421
-0.08647,0.019258,0,-0.075108,1,0.5968,0.5,0.422,0.422
-0.085906,0.019361,0,-0.075179,1,0.59821,0.5,0.423,0.423
-0.085341,0.019464,0,-0.07525,1,0.59963,0.5,0.424,0.424
-0.084777,0.019567,0,-0.075322,1,0.60104,0.5,0.425,0.425
-0.084213,0.019669,0,-0.075393,1,0.60245,0.5,0.426,0.426
-0.083649,0.019772,0,-0.075464,1,0.60387,0.5,0.427,0.427
-0.083085,0.019875,0,-0.075536,1,0.60528,0.5,0.428,0.428
-0.082521,0.019978,0,-0.075607,1,0.6067,0.5,0.429,0.429
-0.081956,0.020081,0,-0.075678,1,0.60811,0.5,0.43,0.43
-0.081392,0.020183,0,-0.075746,1,0.60953,0.5,0.431,0.431
-0.080827,0.020285,0,-0.075814,1,0.61094,0.5,0.432,0.432
-0.080262,0.020387,0,-0.075882,1,0.61235,0.5,0.433,0.433
-0.079697,0.02049,0,-0.07595,1,0.61377,0.5,0.434,0.434
-0.079133,0.020592,0,-0.076018,1,0.61518,0.5,0.435,0.435
-0.078568,0.020694,0,-0.076086,1,0.6166,0.5,0.436,0.436
-0.078003,0.020796,0,-0.076154,1,0.61801,0.5,0.437,0.437
-0.077438,0.020899,0,-0.076222,1,0.61943,0.5,0.438,0.438
-0.076874,0.021001,0,-0.07629,1,0.62084,0.5,0.439,0.439
-0.076309,0.021103,0,-0.076358,1,0.62225,0.5,0.44,0.44
-0.075742,0.021205,0,-0.076423,1,0.62367,0.5,0.441,0.441
-0.075175,0.021307,0,-0.076488,1,0.62508,0.5,0.442,0.442
-0.074608,0.021408,0,-0.076552,1,0.6265,0.5,0.443,0.443
-0.07404,0.02151,0,-0.076617,1,0.62791,0.5,0.444,0.444
-0.073473,0.021612,0,-0.076682,1,0.62933,0.5,0.445,0.445
-0.072906,0.021713,0,-0.076746,1,0.63074,0.5,0.446,0.446
-0.072339,0.021815,0,-0.076811,1,0.63215,0.5,0.447,0.447
-0.071772,0.021917,0,-0.076876,1,0.63357,0.5,0.448,0.448
-0.071205,0.022018,0,-0.07694,1,0.63498,0.5,0.449,0.449
-0.070638,0.02212,0,-0.077005,1,0.6364,0.5,0.45,0.45
-0.070067,0.022221,0,-0.077067,1,0.63781,0.5,0.451,0.451
-0.069496,0.022322,0,-0.077128,1,0.63922,0.5,0.452,0.452
-0.068924,0.022423,0,-0.077189,1,0.64064,0.5,0.453,0.453
-0.068353,0.022524,0,-0.077251,1,0.64205,0.5,0.454,0.454
-0.067782,0.022625,0,-0.077312,1,0.64347,0.5,0.455,0.455
-0.067211,0.022726,0,-0.077373,1,0.64488,0.5,0.456,0.456
-0.06664,0.022827,0,-0.077435,1,0.6463,0.5,0.457,0.457
-0.066069,0.022928,0,-0.077496,1,0.64771,0.5,0.458,0.458
-0.065498,0.023029,0,-0.077557,1,0.64912,0.5,0.459,0.459
-0.064926,0.02313,0,-0.077619,1,0.65054,0.5,0.46,0.46
-0.064349,0.02323,0,-0.077677,1,0.65195,0.5,0.461,0.461
-0.063773,0.023331,0,-0.077735,1,0.65337,0.5,0.462,0.462
-0.063196,0.023431,0,-0.077793,1,0.65478,0.5,0.463,0.463
-0.062619,0.023531,0,-0.077851,1,0.6562,0.5,0.464,0.464
-0.062042,0.023631,0,-0.077909,1,0.65761,0.5,0.465,0.465
-0.061465,0.023732,0,-0.077967,1,0.65902,0.5,0.466,0.466
-0.060888,0.023832,0,-0.078025,1,0.66044,0.5,0.467,0.467
-0.060311,0.023932,0,-0.078083,1,0.66185,0.5,0.468,0.468
-0.059734,0.024033,0,-0.078141,1,0.66327,0.5,0.469,0.469
-0.059157,0.024133,0,-0.078198,1,0.66468,0.5,0.47,0.47
-0.058573,0.024232,0,-0.078253,1,0.66609,0.5,0.471,0.471
-0.057988,0.024332,0,-0.078308,1,0.66751,0.5,0.472,0.472
-0.057404,0.024431,0,-0.078362,1,0.66892,0.5,0.473,0.473
-0.05682,0.024531,0,-0.078417,1,0.67034,0.5,0.474,0.474
-0.056235,0.02463,0,-0.078471,1,0.67175,0.5,0.475,0.475
-0.055651,0.02473,0,-0.078526,1,0.67317,0.5,0.476,0.476
-0.055066,0.024829,0,-0.07858,1,0.67458,0.5,0.477,0.477
-0.054482,0.024929,0,-0.078635,1,0.67599,0.5,0.478,0.478
-0.053898,0.025029,0,-0.078689,1,0.67741,0.5,0.479,0.479
-0.053313,0.025128,0,-0.078744,1,0.67882,0.5,0.48,0.48
-0.05272,0.025227,0,-0.078795,1,0.68024,0.5,0.481,0.481
-0.052126,0.025325,0,-0.078846,1,0.68165,0.5,0.482,0.482
-0.051533,0.025424,0,-0.078897,1,0.68307,0.5,0.483,0.483
-0.050939,0.025523,0,-0.078947,1,0.68448,0.5,0.484,0.484
-0.050345,0.025622,0,-0.078998,1,0.68589,0.5,0.485,0.485
-0.049752,0.02572,0,-0.079049,1,0.68731,0.5,0.486,0.486
-0.049158,0.025819,0,-0.0791,1,0.68872,0.5,0.487,0.487
-0.048565,0.025918,0,-0.079151,1,0.69014,0.5,0.488,0.488
-0.047971,0.026017,0,-0.079202,1,0.69155,0.5,0.489,0.489
-0.047378,0.026115,0,-0.079253,1,0.69296,0.5,0.49,0.49
-0.046773,0.026213,0,-0.079301,1,0.69438,0.5,0.491,0.491
-0.046169,0.026311,0,-0.079348,1,0.69579,0.5,0.492,0.492
-0.045565,0.026409,0,-0.079395,1,0.69721,0.5,0.493,0.493
-0.04496,0.026507,0,-0.079442,1,0.69862,0.5,0.494,0.494
-0.044356,0.026605,0,-0.07949,1,0.70004,0.5,0.495,0.495
-0.043751,0.026703,0,-0.079537,1,0.70145,0.5,0.496,0.496
-0.043147,0.026801,0,-0.079584,1,0.70286,0.5,0.497,0.497
-0.042543,0.026899,0,-0.079632,1,0.70428,0.5,0.498,0.498
-0.041938,0.026996,0,-0.079679,1,0.70569,0.5,0.499,0.499
-0.041334,0.027094,0,-0.079726,1,0.70711,0.5,0.5,0.5
-0.040717,0.027191,0,-0.07977,1,0.70852,0.5,0.501,0.501
-0.0401,0.027288,0,-0.079813,1,0.70994,0.5,0.502,0.502
-0.039483,0.027385,0,-0.079857,1,0.71135,0.5,0.503,0.503
-0.038866,0.027483,0,-0.0799,1,0.71276,0.5,0.504,0.504
-0.03825,0.02758,0,-0.079944,1,0.71418,0.5,0.505,0.505
-0.037633,0.027677,0,-0.079987,1,0.71559,0.5,0.506,0.506
-0.037016,0.027774,0,-0.080031,1,0.71701,0.5,0.507,0.507
-0.036399,0.027871,0,-0.080074,1,0.71842,0.5,0.508,0.508
-0.035782,0.027968,0,-0.080118,1,0.71983,0.5,0.509,0.509
-0.035165,0.028065,0,-0.080161,1,0.72125,0.5,0.51,0.51
-0.034534,0.028161,0,-0.080201,1,0.72266,0.5,0.511,0.511
-0.033903,0.028257,0,-0.08024,1,0.72408,0.5,0.512,0.512
-0.033272,0.028353,0,-0.08028,1,0.72549,0.5,0.513,0.513
-0.032641,0.028449,0,-0.08032,1,0.72691,0.5,0.514,0.514
-0.03201,0.028545,0,-0.080359,1,0.72832,0.5,0.515,0.515
-0.031379,0.028642,0,-0.080399,1,0.72973,0.5,0.516,0.516
-0.030748,0.028738,0,-0.080438,1,0.73115,0.5,0.517,0.517
-0.030117,0.028834,0,-0.080478,1,0.73256,0.5,0.518,0.518
-0.029486,0.02893,0,-0.080517,1,0.73398,0.5,0.519,0.519
-0.028855,0.029026,0,-0.080557,1,0.73539,0.5,0.52,0.52
-0.028208,0.029121,0,-0.080592,1,0.73681,0.5,0.521,0.521
-0.027562,0.029216,0,-0.080628,1,0.73822,0.5,0.522,0.522
-0.026915,0.029312,0,-0.080663,1,0.73963,0.5,0.523,0.523
-0.026268,0.029407,0,-0.080698,1,0.74105,0.5,0.524,0.524
-0.025621,0.029502,0,-0.080734,1,0.74246,0.5,0.525,0.525
-0.024975,0.029597,0,-0.080769,1,0.74388,0.5,0.526,0.526
-0.024328,0.029692,0,-0.080805,1,0.74529,0.5,0.527,0.527
-0.023681,0.029787,0,-0.08084,1,0.7467,0.5,0.528,0.528
-0.023034,0.029883,0,-0.080876,1,0.74812,0.5,0.529,0.529
-0.022387,0.029978,0,-0.080911,1,0.74953,0.5,0.53,0.53
-0.021723,0.030072,0,-0.080942,1,0.75095,0.5,0.531,0.531
-0.021059,0.030166,0,-0.080973,1,0.75236,0.5,0.532,0.532
-0.020395,0.03026,0,-0.081004,1,0.75378,0.5,0.533,0.533
-0.019731,0.030354,0,-0.081035,1,0.75519,0.5,0.534,0.534
-0.019067,0.030448,0,-0.081066,1,0.7566,0.5,0.535,0.535
-0.018403,0.030542,0,-0.081098,1,0.75802,0.5,0.536,0.536
-0.017739,0.030637,0,-0.081129,1,0.75943,0.5,0.537,0.537
-0.017075,0.030731,0,-0.08116,1,0.76085,0.5,0.538,0.538
-0.01641,0.030825,0,-0.081191,1,0.76226,0.5,0.539,0.539
-0.015746,0.030919,0,-0.081222,1,0.76368,0.5,0.54,0.54
-0.015063,0.031012,0,-0.081249,1,0.76509,0.5,0.541,0.541
-0.01438,0.031105,0,-0.081275,1,0.7665,0.5,0.542,0.542
-0.013697,0.031198,0,-0.081302,1,0.76792,0.5,0.543,0.543
-0.013014,0.031291,0,-0.081328,1,0.76933,0.5,0.544,0.544
-0.012331,0.031384,0,-0.081355,1,0.77075,0.5,0.545,0.545
-0.011648,0.031477,0,-0.081381,1,0.77216,0.5,0.546,0.546
-0.010965,0.03157,0,-0.081408,1,0.77357,0.5,0.547,0.547
-0.010282,0.031663,0,-0.081434,1,0.77499,0.5,0.548,0.548
-0.0095989,0.031756,0,-0.081461,1,0.7764,0.5,0.549,0.549
-0.0089159,0.031849,0,-0.081487,1,0.77782,0.5,0.55,0.55
-0.0082124,0.031941,0,-0.081509,1,0.77923,0.5,0.551,0.551
-0.007509,0.032032,0,-0.081531,1,0.78065,0.5,0.552,0.552
-0.0068055,0.032124,0,-0.081553,1,0.78206,0.5,0.553,0.553
-0.006102,0.032216,0,-0.081575,1,0.78347,0.5,0.554,0.554
-0.0053985,0.032308,0,-0.081596,1,0.78489,0.5,0.555,0.555
-0.004695,0.032399,0,-0.081618,1,0.7863,0.5,0.556,0.556
-0.0039915,0.032491,0,-0.08164,1,0.78772,0.5,0.557,0.557
-0.003288,0.032583,0,-0.081662,1,0.78913,0.5,0.558,0.558
-0.0025845,0.032674,0,-0.081684,1,0.79055,0.5,0.559,0.559
-0.0018811,0.032766,0,-0.081705,1,0.79196,0.5,0.56,0.56
-0.0011557,0.032856,0,-0.081722,1,0.79337,0.5,0.561,0.561
-0.00043035,0.032947,0,-0.081739,1,0.79479,0.5,0.562,0.562
0.00029506,0.033037,0,-0.081756,1,0.7962,0.5,0.563,0.563
0.0010204,0.033127,0,-0.081772,1,0.79762,0.5,0.564,0.564
0.0017458,0.033218,0,-0.081789,1,0.79903,0.5,0.565,0.565
0.0024711,0.033308,0,-0.081806,1,0.80044,0.5,0.566,0.566
0.0031965,0.033398,0,-0.081823,1,0.80186,0.5,0.567,0.567
0.0039219,0.033488,0,-0.081839,1,0.80327,0.5,0.568,0.568
0.0046473,0.033579,0,-0.081856,1,0.80469,0.5,0.569,0.569
0.0053726,0.033669,0,-0.081873,1,0.8061,0.5,0.57,0.57
0.0061212,0.033758,0,-0.081884,1,0.80752,0.5,0.571,0.571
0.0068699,0.033846,0,-0.081896,1,0.80893,0.5,0.572,0.572
0.0076185,0.033935,0,-0.081907,1,0.81034,0.5,0.573,0.573
0.0083671,0.034023,0,-0.081919,1,0.81176,0.5,0.574,0.574
0.0091157,0.034112,0,-0.08193,1,0.81317,0.5,0.575,0.575
0.0098643,0.034201,0,-0.081942,1,0.81459,0.5,0.576,0.576
0.010613,0.034289,0,-0.081953,1,0.816,0.5,0.577,0.577
0.011362,0.034378,0,-0.081965,1,0.81742,0.5,0.578,0.578
0.01211,0.034467,0,-0.081976,1,0.81883,0.5,0.579,0.579
0.012859,0.034555,0,-0.081988,1,0.82024,0.5,0.58,0.58
0.013632,0.034642,0,-0.081994,1,0.82166,0.5,0.581,0.581
0.014405,0.034729,0,-0.082,1,0.82307,0.5,0.582,0.582
0.015178,0.034815,0,-0.082005,1,0.82449,0.5,0.583,0.583
0.015951,0.034902,0,-0.082011,1,0.8259,0.5,0.584,0.584
0.016724,0.034989,0,-0.082017,1,0.82731,0.5,0.585,0.585
0.017498,0.035075,0,-0.082023,1,0.82873,0.5,0.586,0.586
0.018271,0.035162,0,-0.082029,1,0.83014,0.5,0.587,0.587
0.019044,0.035249,0,-0.082035,1,0.83156,0.5,0.588,0.588
0.019817,0.035335,0,-0.082041,1,0.83297,0.5,0.589,0.589
0.02059,0.035422,0,-0.082047,1,0.83439,0.5,0.59,0.59
0.021389,0.035507,0,-0.082047,1,0.8358,0.5,0.591,0.591
0.022187,0.035591,0,-0.082047,1,0.83721,0.5,0.592,0.592
0.022986,0.035675,0,-0.082047,1,0.83863,0.5,0.593,0.593
0.023785,0.03576,0,-0.082047,1,0.84004,0.5,0.594,0.594
0.024584,0.035844,0,-0.082047,1,0.84146,0.5,0.595,0.595
0.025382,0.035929,0,-0.082047,1,0.84287,0.5,0.596,0.596
0.026181,0.036013,0,-0.082047,1,0.84429,0.5,0.597,0.597
0.02698,0.036098,0,-0.082048,1,0.8457,0.5,0.598,0.598
0.027778,0.036182,0,-0.082048,1,0.84711,0.5,0.599,0.599
0.028577,0.036267,0,-0.082048,1,0.84853,0.5,0.6,0.6
0.029402,0.036348,0,-0.082042,1,0.84994,0.5,0.601,0.601
0.030228,0.03643,0,-0.082036,1,0.85136,0.5,0.602,0.602
0.031053,0.036512,0,-0.08203,1,0.85277,0.5,0.603,0.603
0.031878,0.036594,0,-0.082023,1,0.85418,0.5,0.604,0.604
0.032703,0.036676,0,-0.082017,1,0.8556,0.5,0.605,0.605
0.033528,0.036758,0,-0.082011,1,0.85701,0.5,0.606,0.606
0.034354,0.036839,0,-0.082005,1,0.85843,0.5,0.607,0.607
0.035179,0.036921,0,-0.081999,1,0.85984,0.5,0.608,0.608
0.036004,0.037003,0,-0.081993,1,0.86126,0.5,0.609,0.609
0.036829,0.037085,0,-0.081987,1,0.86267,0.5,0.61,0.61
0.037682,0.037164,0,-0.081975,1,0.86408,0.5,0.611,0.611
0.038534,0.037243,0,-0.081962,1,0.8655,0.5,0.612,0.612
0.039387,0.037321,0,-0.08195,1,0.86691,0.5,0.613,0.613
0.040239,0.0374,0,-0.081937,1,0.86833,0.5,0.614,0.614
0.041091,0.037479,0,-0.081925,1,0.86974,0.5,0.615,0.615
0.041944,0.037558,0,-0.081912,1,0.87116,0.5,0.616,0.616
0.042796,0.037637,0,-0.0819,1,0.87257,0.5,0.617,0.617
0.043649,0.037715,0,-0.081887,1,0.87398,0.5,0.618,0.618
0.044501,0.037794,0,-0.081875,1,0.8754,0.5,0.619,0.619
0.045353,0.037873,0,-0.081862,1,0.87681,0.5,0.62,0.62
0.046233,0.037948,0,-0.081843,1,0.87823,0.5,0.621,0.621
0.047113,0.038024,0,-0.081824,1,0.87964,0.5,0.622,0.622
0.047993,0.038099,0,-0.081805,1,0.88106,0.5,0.623,0.623
0.048874,0.038174,0,-0.081786,1,0.88247,0.5,0.624,0.624
0.049754,0.03825,0,-0.081766,1,0.88388,0.5,0.625,0.625
0.050634,0.038325,0,-0.081747,1,0.8853,0.5,0.626,0.626
0.051514,0.0384,0,-0.081728,1,0.88671,0.5,0.627,0.627
0.052394,0.038476,0,-0.081709,1,0.88813,0.5,0.628,0.628
0.053274,0.038551,0,-0.08169,1,0.88954,0.5,0.629,0.629
0.054154,0.038626,0,-0.08167,1,0.89095,0.5,0.63,0.63
0.055061,0.038698,0,-0.081644,1,0.89237,0.5,0.631,0.631
0.055969,0.038769,0,-0.081618,1,0.89378,0.5,0.632,0.632
0.056877,0.038841,0,-0.081592,1,0.8952,0.5,0.633,0.633
0.057785,0.038912,0,-0.081566,1,0.89661,0.5,0.634,0.634
0.058692,0.038983,0,-0.08154,1,0.89803,0.5,0.635,0.635
0.0596,0.039055,0,-0.081513,1,0.89944,0.5,0.636,0.636
0.060508,0.039126,0,-0.081487,1,0.90085,0.5,0.637,0.637
0.061416,0.039197,0,-0.081461,1,0.90227,0.5,0.638,0.638
0.062323,0.039269,0,-0.081435,1,0.90368,0.5,0.639,0.639
0.063231,0.03934,0,-0.081409,1,0.9051,0.5,0.64,0.64
0.064166,0.039407,0,-0.081375,1,0.90651,0.5,0.641,0.641
0.065102,0.039474,0,-0.081342,1,0.90793,0.5,0.642,0.642
0.066037,0.039541,0,-0.081309,1,0.90934,0.5,0.643,0.643
0.066972,0.039608,0,-0.081275,1,0.91075,0.5,0.644,0.644
0.067908,0.039674,0,-0.081242,1,0.91217,0.5,0.645,0.645
0.068843,0.039741,0,-0.081208,1,0.91358,0.5,0.646,0.646
0.069778,0.039808,0,-0.081175,1,0.915,0.5,0.647,0.647
0.070713,0.039875,0,-0.081142,1,0.91641,0.5,0.648,0.648
0.071649,0.039942,0,-0.081108,1,0.91782,0.5,0.649,0.649
0.072584,0.040009,0,-0.081075,1,0.91924,0.5,0.65,0.65
0.073546,0.040071,0,-0.081034,1,0.92065,0.5,0.651,0.651
0.074509,0.040132,0,-0.080993,1,0.92207,0.5,0.652,0.652
0.075471,0.040194,0,-0.080952,1,0.92348,0.5,0.653,0.653
